,fall,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring,summer,fall,winter,spring
7202,0,0,0,0,0,0,0,0,0,0,0,3.307692308,3.307692308,3.25,3.25,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442,3.069767442
4703,0,0,0,0,0,0,0,0,0,3.0625,3.0625,2.935483871,2.935483871,2.891304348,2.891304348,2.770491803,2.770491803,2.8625,2.8625,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888,2.928089888
6976,0,0,0,0,0,0,0,0,0,0,0,1.866666667,1.866666667,2.275862069,2.275862069,2.297727273,2.297727273,2.526229508,2.526229508,2.667532468,2.667532468,2.743010753,2.743010753,2.804464286,2.804464286,2.804464286,2.804464286,2.855645161,2.855645161,2.880141844,2.880141844,2.880141844,2.880141844,2.880141844,2.880141844,2.880141844,2.880141844,2.880141844,2.880141844,2.880141844,2.880141844,2.880141844,2.880141844,2.880141844,2.880141844,2.880141844
1345,0,0,0,0,0,0,0,0,0,0,0,3.857142857,3.857142857,3.580645161,3.580645161,3.514583333,3.514583333,3.596825397,3.596825397,3.647435897,3.647435897,3.637777778,3.637777778,3.671568627,3.671568627,3.708695652,3.708695652,3.735384615,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383,3.741353383
7948,0,0,0,0,0,0,0,0,0,0,0,2.133333333,2.133333333,2.366666667,2.366666667,2.084444444,2.084444444,2.029508197,2.029508197,2.116883117,2.116883117,2.069892473,2.069892473,2.164761905,2.164761905,2.261666667,2.261666667,2.352592593,2.352592593,2.370945946,2.370945946,2.370945946,2.370945946,2.370945946,2.370945946,2.370945946,2.370945946,2.370945946,2.370945946,2.370945946,2.370945946,2.370945946,2.370945946,2.370945946,2.370945946,2.370945946
7958,0,0,0,0,0,0,0,0,0,0,0,3.214285714,3.214285714,3.222222222,3.222222222,3.164285714,3.164285714,3.039285714,3.039285714,3.104285714,3.104285714,3.067073171,3.067073171,3.072826087,3.072826087,3.073076923,3.071028037,3.139495798,3.139495798,3.149635036,3.149635036,3.178807947,3.194805195,3.194805195,3.194805195,3.194805195,3.194805195,3.194805195,3.194805195,3.194805195,3.194805195,3.194805195,3.194805195,3.194805195,3.194805195,3.194805195
7987,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,2.517241379,2.517241379,2.352272727,2.352272727,2.348387097,2.348387097,2.35,2.35,2.295604396,2.295604396,2.414678899,2.414678899,2.405645161,2.405645161,2.429411765,2.429411765,2.429054054,2.429054054,2.470807453,2.470807453,2.450568182,2.450568182,2.450568182,2.450568182,2.450568182,2.450568182,2.450568182,2.450568182,2.450568182,2.450568182,2.450568182,2.450568182,2.450568182
2780,0,0,0,0,0,0,0,0,0,0,0,2.823529412,2.823529412,2.735294118,2.735294118,2.620408163,2.620408163,2.7234375,2.7234375,2.79382716,2.79382716,2.835416667,2.835416667,2.876576577,2.876576577,2.928688525,2.928688525,2.928688525,2.928688525,2.928688525,2.928688525,2.928688525,2.928688525,2.928688525,2.928688525,2.928688525,2.928688525,2.928688525,2.928688525,2.928688525,2.928688525,2.928688525,2.928688525,2.928688525,2.928688525,2.928688525
2018,0,0,0,0,0,0,0,0,0,0,0,2.263157895,2.263157895,1.023809524,1.023809524,1.023809524,1.023809524,1.023809524,1.023809524,1.023809524,1.023809524,1.440740741,1.821212121,1.914102564,1.914102564,1.905494505,1.905494505,1.791262136,1.791262136,1.682142857,1.682142857,1.682142857,1.682142857,1.682142857,1.682142857,1.682142857,1.682142857,1.682142857,1.682142857,1.682142857,1.682142857,1.682142857,1.682142857,1.682142857,1.682142857,1.682142857
1183,0,0,0,0,0,0,0,0,0,0,0,2.533333333,2.533333333,2.321428571,2.321428571,2.474418605,2.474418605,2.372881356,2.372881356,2.447297297,2.447297297,2.415730337,2.415730337,2.289423077,2.289423077,2.284615385,2.284615385,2.340909091,2.340909091,2.376595745,2.376595745,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375,2.375
2676,0,0,0,0,0,0,0,0,0,0,0,2.769230769,2.769230769,2.892857143,2.892857143,2.968888889,2.968888889,2.885,2.885,2.836111111,2.836111111,2.695294118,2.695294118,2.591,2.591,2.530172414,2.530172414,2.616030534,2.616030534,2.675524476,2.675524476,2.675524476,2.675524476,2.675524476,2.675524476,2.675524476,2.675524476,2.675524476,2.675524476,2.675524476,2.675524476,2.675524476,2.675524476,2.675524476,2.675524476,2.675524476
2760,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,1.961538462,1.961538462,2.131578947,2.131578947,2.231372549,2.231372549,2.325,2.325,2.206493506,2.206493506,2.206493506,2.206493506,2.3,2.3,2.382178218,2.382178218,2.50625,2.50625,2.50625,2.50625,2.50625,2.50625,2.50625,2.50625,2.50625,2.50625,2.50625,2.50625,2.50625,2.50625,2.50625,2.50625,2.50625
960,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
9133,0,0,0,0,0,0,0,0,0,0,0,0.1875,0.1875,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276,0.103448276
1544,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72
488,0,0,0,0,0,0,0,0,0,0,0,3.428571429,3.428571429,2.5,2.5,2.357142857,2.357142857,2.413793103,2.413793103,2.327631579,2.370512821,2.439784946,2.439784946,2.405454545,2.405454545,2.444715447,2.474603175,2.446212121,2.446212121,2.446212121,2.446212121,2.446212121,2.446212121,2.446212121,2.446212121,2.446212121,2.446212121,2.446212121,2.446212121,2.446212121,2.446212121,2.446212121,2.446212121,2.446212121,2.446212121,2.446212121
9584,0,0,0,0,0,0,0,0,0,0,0,1.8,1.8,1.774193548,1.774193548,1.62826087,1.62826087,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333,1.248333333
528,0,0,0,0,0,0,0,0,0,0,0,1.8,1.8,1.3,1.3,1.3,1.3,1.376744186,1.611764706,1.90952381,1.90952381,2.033333333,2.156962025,2.201086957,2.201086957,2.177884615,2.183486239,2.185483871,2.185483871,2.214925373,2.214925373,2.214925373,2.214925373,2.214925373,2.214925373,2.214925373,2.214925373,2.214925373,2.214925373,2.214925373,2.214925373,2.214925373,2.214925373,2.214925373,2.214925373,2.214925373
10555,0,0,0,0,0,0,0,0,0,0,0,2,2,1.793103448,1.793103448,2,2,2.218644068,2.218644068,2.338356164,2.338356164,2.359090909,2.359090909,2.434951456,2.434951456,2.660330579,2.660330579,2.697794118,2.697794118,2.697794118,2.697794118,2.697794118,2.697794118,2.697794118,2.697794118,2.697794118,2.697794118,2.697794118,2.697794118,2.697794118,2.697794118,2.697794118,2.697794118,2.697794118,2.697794118,2.697794118
4602,0,0,0,0,0,0,0,0,0,0,0,2.923076923,2.923076923,3.346153846,3.346153846,3.455,3.455,3.175471698,3.175471698,3.101538462,3.101538462,3.0675,3.0675,3.026086957,3.026086957,2.946153846,2.946153846,2.946153846,2.946153846,2.946153846,2.946153846,2.946153846,2.946153846,2.946153846,2.946153846,2.946153846,2.946153846,2.946153846,2.946153846,2.946153846,2.946153846,2.946153846,2.946153846,2.946153846,2.946153846,2.946153846
4052,0,0,0,0,0,0,0,0,0,0,0,3.6,3.6,3.5,3.5,3.6,3.625,3.271428571,3.271428571,3.013924051,3.013924051,3.030851064,3.030851064,2.925688073,2.925688073,2.869354839,2.869354839,2.830147059,2.830147059,2.820714286,2.820714286,2.820714286,2.820714286,2.820714286,2.820714286,2.820714286,2.820714286,2.820714286,2.820714286,2.820714286,2.820714286,2.820714286,2.820714286,2.820714286,2.820714286,2.820714286
8376,0,0,0,0,0,0,0,0,0,0,0,1.6,1.6,1.857142857,1.857142857,1.925,1.925,2.146551724,2.146551724,2.274647887,2.274647887,2.274647887,2.274647887,2.306976744,2.306976744,2.477227723,2.477227723,2.499122807,2.499122807,2.511570248,2.511570248,2.511570248,2.547580645,2.547580645,2.547580645,2.547580645,2.547580645,2.547580645,2.547580645,2.547580645,2.547580645,2.547580645,2.547580645,2.547580645,2.547580645,2.547580645
9062,0,0,0,0,0,0,0,0,0,0,0,2.818181818,2.818181818,2.571428571,2.571428571,2.4525,2.4525,2.656363636,2.656363636,2.611428571,2.611428571,2.704705882,2.743956044,2.88411215,2.88411215,2.945528455,2.945528455,2.945528455,2.945528455,2.945528455,2.945528455,2.945528455,2.945528455,2.945528455,2.945528455,2.945528455,2.945528455,2.945528455,2.945528455,2.945528455,2.945528455,2.945528455,2.945528455,2.945528455,2.945528455,2.945528455
9252,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,1.375,1.375,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275,1.275
9024,0,0,0,0,0,0,0,0,0,0,0,2,2,1.935483871,1.935483871,1.93255814,1.93255814,1.993103448,1.993103448,2.02,2.02,2.126829268,2.126829268,2.156989247,2.156989247,2.07962963,2.07962963,2.146666667,2.146666667,2.298496241,2.298496241,2.298496241,2.298496241,2.298496241,2.298496241,2.298496241,2.298496241,2.298496241,2.298496241,2.298496241,2.298496241,2.298496241,2.298496241,2.298496241,2.298496241,2.298496241
4678,0,0,0,0,0,0,0,0,0,0,0,2.285714286,2.285714286,2.655172414,2.655172414,2.590909091,2.590909091,2.132786885,2.132786885,2.135064935,2.135064935,1.961702128,1.961702128,1.865137615,1.865137615,1.865137615,1.865137615,2.019354839,2.019354839,2.055147059,2.055147059,2.152027027,2.152027027,2.152027027,2.152027027,2.152027027,2.152027027,2.152027027,2.152027027,2.152027027,2.152027027,2.152027027,2.152027027,2.152027027,2.152027027,2.152027027
6026,0,0,0,0,0,0,0,0,0,0,0,3,3,2.666666667,2.666666667,2.8,2.8,2.713333333,2.713333333,2.674603175,2.674603175,2.587837838,2.587837838,2.587837838,2.587837838,2.587837838,2.587837838,2.587837838,2.587837838,2.587837838,2.587837838,2.587837838,2.587837838,2.587837838,2.587837838,2.587837838,2.587837838,2.587837838,2.587837838,2.587837838,2.587837838,2.587837838,2.587837838,2.587837838,2.587837838,2.587837838
10616,0,0,0,0,0,0,0,0,0,0,0,2.529411765,2.529411765,2.848484848,2.848484848,2.716326531,2.716326531,2.825757576,2.825757576,2.85875,2.85875,2.981521739,2.981521739,2.914563107,2.914563107,3.012068966,3.012068966,3.049206349,3.049206349,3.049206349,3.049206349,3.049206349,3.049206349,3.049206349,3.049206349,3.049206349,3.049206349,3.049206349,3.049206349,3.049206349,3.049206349,3.049206349,3.049206349,3.049206349,3.049206349,3.049206349
5872,0,0,0,0,0,0,0,0,0,0,0,2.666666667,2.666666667,2.625,2.625,2.661702128,2.661702128,2.743548387,2.743548387,2.883116883,2.883116883,2.912765957,2.912765957,2.992592593,2.992592593,3.033884298,3.033884298,3.089552239,3.089552239,3.089552239,3.089552239,3.089552239,3.089552239,3.089552239,3.089552239,3.089552239,3.089552239,3.089552239,3.089552239,3.089552239,3.089552239,3.089552239,3.089552239,3.089552239,3.089552239,3.089552239
10569,0,0,0,0,0,0,0,0,0,0,0,2,2,2.032258065,2.032258065,1.769565217,1.769565217,1.620338983,1.620338983,1.769014085,1.769014085,1.881609195,1.881609195,1.869902913,1.869902913,1.830833333,1.830833333,1.929323308,1.975,1.867721519,1.867721519,1.867721519,1.870186335,1.870186335,1.870186335,1.870186335,1.870186335,1.870186335,1.870186335,1.870186335,1.870186335,1.870186335,1.870186335,1.870186335,1.870186335,1.870186335
7896,0,0,0,0,0,0,0,0,0,0,0,2.3125,2.3125,1.677419355,1.677419355,1.704545455,1.704545455,1.85862069,1.85862069,2.007042254,2.007042254,2.12183908,2.12183908,2.104901961,2.104901961,2.16440678,2.16440678,2.167910448,2.167910448,2.264900662,2.264900662,2.264900662,2.264900662,2.264900662,2.264900662,2.264900662,2.264900662,2.264900662,2.264900662,2.264900662,2.264900662,2.264900662,2.264900662,2.264900662,2.264900662,2.264900662
4999,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375
3229,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3.952272727,3.952272727,3.949152542,3.949152542,3.960526316,3.960526316,3.937362637,3.937362637,3.938317757,3.938317757,3.944067797,3.944067797,3.944067797,3.944067797,3.944067797,3.944067797,3.944067797,3.944067797,3.944067797,3.944067797,3.944067797,3.944067797,3.944067797,3.944067797,3.944067797,3.944067797,3.944067797,3.944067797,3.944067797,3.944067797,3.944067797
2753,0,0,0,0,0,0,0,0,0,0,0,1.578947368,1.578947368,1.578947368,1.578947368,1.578947368,1.578947368,1.578947368,1.578947368,1.578947368,1.578947368,1.578947368,1.578947368,1.578947368,1.578947368,2.179411765,2.179411765,2.524,2.524,2.341538462,2.341538462,2.341538462,2.341538462,2.341538462,2.341538462,2.341538462,2.341538462,2.341538462,2.341538462,2.341538462,2.341538462,2.341538462,2.341538462,2.341538462,2.341538462,2.341538462
8167,0,0,0,0,0,0,0,0,0,0,0,2.944444444,2.944444444,2.514285714,2.514285714,2.127083333,2.127083333,2.106060606,2.106060606,2.236046512,2.236046512,2.287254902,2.287254902,2.380833333,2.380833333,2.4625,2.4625,2.396688742,2.396688742,2.396688742,2.396688742,2.396688742,2.396688742,2.396688742,2.396688742,2.396688742,2.396688742,2.396688742,2.396688742,2.396688742,2.396688742,2.396688742,2.396688742,2.396688742,2.396688742,2.396688742
1109,0,0,0,0,0,0,0,0,0,0,0,3.533333333,3.533333333,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774,3.387096774
7005,0,0,0,0,0,0,0,0,0,0,0,2.125,2.125,1.655172414,1.655172414,1.726829268,1.726829268,2.1,2.1,1.955555556,1.955555556,2.001315789,2.050632911,2.058,2.105825243,2.330578512,2.376377953,2.447916667,2.447916667,2.447916667,2.447916667,2.447916667,2.447916667,2.447916667,2.447916667,2.447916667,2.447916667,2.447916667,2.447916667,2.447916667,2.447916667,2.447916667,2.447916667,2.447916667,2.447916667,2.447916667
3856,0,0,0,0,0,0,0,0,0,0,0,2.533333333,2.533333333,2,2,2.255813953,2.255813953,2.329310345,2.329310345,2.449333333,2.449333333,2.43655914,2.43655914,2.500952381,2.500952381,2.536752137,2.536752137,2.535714286,2.535714286,2.535714286,2.535714286,2.535714286,2.535714286,2.535714286,2.535714286,2.535714286,2.535714286,2.535714286,2.535714286,2.535714286,2.535714286,2.535714286,2.535714286,2.535714286,2.535714286,2.535714286
711,0,0,0,0,0,0,0,0,0,0,0,3.066666667,3.066666667,3.258064516,3.258064516,2.953191489,2.953191489,2.953191489,2.953191489,3.021875,3.021875,3.04375,3.04375,2.985869565,2.985869565,2.997142857,2.997142857,2.997142857,2.997142857,2.997142857,2.997142857,2.997142857,2.997142857,2.997142857,2.997142857,2.997142857,2.997142857,2.997142857,2.997142857,2.997142857,2.997142857,2.997142857,2.997142857,2.997142857,2.997142857,2.997142857
2121,0,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0.75,0.75,2.061764706,2.061764706,1.73125,1.73125,1.970491803,1.970491803,1.977922078,1.977922078,1.927472527,1.927472527,1.796226415,1.796226415,1.796226415,1.796226415,1.796226415,1.796226415,1.796226415,1.796226415,1.796226415,1.796226415,1.796226415,1.796226415,1.796226415,1.796226415,1.796226415,1.796226415,1.796226415,1.796226415,1.796226415,1.796226415,1.796226415
4779,0,0,0,0,0,0,0,0,0,0,0,3.176470588,3.176470588,2.764705882,2.764705882,2.491489362,2.491489362,2.488333333,2.488333333,2.498666667,2.498666667,2.591954023,2.591954023,2.67745098,2.67745098,2.718803419,2.718803419,2.718803419,2.718803419,2.718803419,2.718803419,2.718803419,2.718803419,2.718803419,2.718803419,2.718803419,2.718803419,2.718803419,2.718803419,2.718803419,2.718803419,2.718803419,2.718803419,2.718803419,2.718803419,2.718803419
9304,0,0,0,0,0,0,0,0,0,0,0,2.25,2.25,2.4,2.4,2.475555556,2.475555556,2.578688525,2.578688525,2.494666667,2.494666667,2.592708333,2.592708333,2.658928571,2.658928571,2.626612903,2.626612903,2.68115942,2.68115942,2.68115942,2.68115942,2.68115942,2.68115942,2.68115942,2.68115942,2.68115942,2.68115942,2.68115942,2.68115942,2.68115942,2.68115942,2.68115942,2.68115942,2.68115942,2.68115942,2.68115942
2545,0,0,0,0,0,0,0,0,0,0,0,3.466666667,3.466666667,3.25,3.25,3.1875,3.1875,2.809677419,2.809677419,2.635526316,2.635526316,2.635526316,2.635526316,2.670967742,2.670967742,2.491509434,2.491509434,2.557024793,2.557024793,2.517647059,2.517647059,2.539735099,2.539735099,2.539735099,2.539735099,2.539735099,2.539735099,2.539735099,2.539735099,2.539735099,2.539735099,2.539735099,2.539735099,2.539735099,2.539735099,2.539735099
1704,0,0,0,0,0,0,0,0,0,0,0,2.875,2.875,2.966666667,2.966666667,3.282978723,3.282978723,3.310769231,3.310769231,3.31625,3.31625,3.279591837,3.279591837,3.375862069,3.375862069,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333,3.433333333
9201,0,0,0,0,0,0,0,0,0,0,0,2.733333333,2.733333333,2.75,2.75,2.902380952,2.902380952,2.96,2.978571429,2.925,2.925,2.73253012,2.73253012,2.567368421,2.567368421,2.551401869,2.551401869,2.521008403,2.521008403,2.623076923,2.623076923,2.623076923,2.623076923,2.623076923,2.623076923,2.623076923,2.623076923,2.623076923,2.623076923,2.623076923,2.623076923,2.623076923,2.623076923,2.623076923,2.623076923,2.623076923
330,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.992307692,3.992307692,3.99296875,3.99296875,3.99296875,3.99296875,3.99296875,3.99296875,3.99296875,3.99296875,3.99296875,3.99296875,3.99296875,3.99296875,3.99296875,3.99296875,3.99296875,3.99296875,3.99296875
5054,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
8661,0,0,0,0,0,0,0,0,0,0,0,2.866666667,2.866666667,3.032258065,3.032258065,2.862790698,2.862790698,2.727586207,2.727586207,2.758108108,2.758108108,2.816483516,2.816483516,2.816190476,2.816190476,2.871666667,2.871666667,2.871666667,2.871666667,2.871666667,2.871666667,2.871666667,2.871666667,2.871666667,2.871666667,2.871666667,2.871666667,2.871666667,2.871666667,2.871666667,2.871666667,2.871666667,2.871666667,2.871666667,2.871666667,2.871666667
1775,0,0,0,0,0,0,0,0,0,0,0,3,3,2.71875,2.71875,2.557777778,2.557777778,2.504918033,2.504918033,2.473076923,2.473076923,2.374193548,2.374193548,2.465714286,2.465714286,2.476923077,2.476923077,2.561538462,2.561538462,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324,2.597887324
7883,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5,3.59375,3.59375,3.407692308,3.407692308,3.37826087,3.37826087,3.37826087,3.37826087,3.387058824,3.387058824,3.403960396,3.403960396,3.408547009,3.408547009,3.331007752,3.331007752,3.33986014,3.33986014,3.33986014,3.33986014,3.33986014,3.33986014,3.33986014,3.33986014,3.33986014,3.33986014,3.33986014,3.33986014,3.33986014,3.33986014,3.33986014,3.33986014,3.33986014
3334,0,0,0,0,0,0,0,0,0,0,0,3.333333333,3.333333333,3.483870968,3.483870968,3.244897959,3.244897959,3.196721311,3.196721311,2.984415584,3.0225,2.934408602,2.936458333,2.938938053,2.938938053,2.88372093,2.88372093,2.88372093,2.909090909,2.909090909,2.909090909,2.909090909,2.909090909,2.909090909,2.909090909,2.909090909,2.909090909,2.909090909,2.909090909,2.909090909,2.909090909,2.909090909,2.909090909,2.909090909,2.909090909,2.909090909
7563,0,0,0,0,0,0,0,0,0,0,0,2.642857143,2.642857143,3.034482759,3.034482759,3.070454545,3.070454545,3.236666667,3.236666667,3.223684211,3.223684211,3.22,3.22,3.22,3.22,3.109433962,3.109433962,3.098305085,3.098305085,3.128461538,3.128461538,3.128461538,3.128461538,3.128461538,3.128461538,3.128461538,3.128461538,3.128461538,3.128461538,3.128461538,3.128461538,3.128461538,3.128461538,3.128461538,3.128461538,3.128461538
1103,0,0,0,0,0,0,0,0,0,0,0,4,4,3.878787879,3.878787879,3.916666667,3.916666667,3.914754098,3.914754098,3.835,3.835,3.8625,3.8625,3.881081081,3.881081081,3.868292683,3.868292683,3.86,3.86,3.830612245,3.830612245,3.830612245,3.830612245,3.830612245,3.830612245,3.830612245,3.830612245,3.830612245,3.830612245,3.830612245,3.830612245,3.830612245,3.830612245,3.830612245,3.830612245,3.830612245
6823,0,0,0,0,0,0,0,0,0,0,0,3.333333333,3.333333333,3.2,3.2,3.295652174,3.295652174,3.342857143,3.342857143,3.440740741,3.440740741,3.437755102,3.437755102,3.496551724,3.496551724,3.501526718,3.501526718,3.501526718,3.501526718,3.501526718,3.501526718,3.501526718,3.501526718,3.501526718,3.501526718,3.501526718,3.501526718,3.501526718,3.501526718,3.501526718,3.501526718,3.501526718,3.501526718,3.501526718,3.501526718,3.501526718
5299,0,0,0,0,0,0,0,0,0,0,0,3.466666667,3.466666667,3.466666667,3.466666667,3.606521739,3.606521739,3.624590164,3.624590164,3.663157895,3.675949367,3.660638298,3.671134021,3.693518519,3.693518519,3.701694915,3.701694915,3.701694915,3.701694915,3.701694915,3.701694915,3.701694915,3.701694915,3.701694915,3.701694915,3.701694915,3.701694915,3.701694915,3.701694915,3.701694915,3.701694915,3.701694915,3.701694915,3.701694915,3.701694915,3.701694915
8442,0,0,0,0,0,0,0,0,0,0,0,3.8,3.8,3.548387097,3.548387097,3.385106383,3.385106383,3.3453125,3.3453125,3.401234568,3.401234568,3.43877551,3.43877551,3.485087719,3.485087719,3.482170543,3.482170543,3.482170543,3.482170543,3.482170543,3.482170543,3.482170543,3.482170543,3.482170543,3.482170543,3.482170543,3.482170543,3.482170543,3.482170543,3.482170543,3.482170543,3.482170543,3.482170543,3.482170543,3.482170543,3.482170543
9959,0,0,0,0,0,0,0,0,0,0,0,3.428571429,3.428571429,3.233333333,3.233333333,2.886046512,2.886046512,2.968421053,2.968421053,2.904109589,2.904109589,2.872727273,2.872727273,2.880769231,2.880769231,2.838333333,2.838333333,2.838333333,2.838333333,2.838333333,2.838333333,2.838333333,2.838333333,2.838333333,2.838333333,2.838333333,2.838333333,2.838333333,2.838333333,2.838333333,2.838333333,2.838333333,2.838333333,2.838333333,2.838333333,2.838333333
3908,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.975,3.975,3.975,3.975,3.975,3.975,3.975,3.975,3.975,3.975,3.975,3.975,3.975,3.975,3.975,3.975,3.975,3.975,3.975,3.975,3.975
4641,0,0,0,0,0,0,0,0,0,0,0,3.466666667,3.466666667,3.193548387,3.193548387,3.058333333,3.058333333,2.96875,2.96875,3.1,3.1,3.21875,3.21875,3.182727273,3.182727273,3.111904762,3.111904762,3.111904762,3.111904762,3.111904762,3.111904762,3.111904762,3.111904762,3.111904762,3.111904762,3.111904762,3.111904762,3.111904762,3.111904762,3.111904762,3.111904762,3.111904762,3.111904762,3.111904762,3.111904762,3.111904762
554,0,0,0,0,0,0,0,0,0,0,0,3.722222222,3.722222222,3.46875,3.46875,3.519565217,3.519565217,3.41147541,3.41147541,3.348684211,3.348684211,3.348684211,3.348684211,3.275,3.275,3.170754717,3.170754717,2.975384615,2.975384615,2.975384615,2.975384615,2.975384615,2.975384615,2.975384615,2.975384615,2.975384615,2.975384615,2.975384615,2.975384615,2.975384615,2.975384615,2.975384615,2.975384615,2.975384615,2.975384615,2.975384615
7270,0,0,0,0,0,0,0,0,0,0,0,3,3,3.24137931,3.24137931,3.204444444,3.204444444,3.237704918,3.237704918,3.364473684,3.364473684,3.394623656,3.394623656,3.326168224,3.326168224,3.293277311,3.293277311,3.293277311,3.293277311,3.293277311,3.293277311,3.293277311,3.293277311,3.293277311,3.293277311,3.293277311,3.293277311,3.293277311,3.293277311,3.293277311,3.293277311,3.293277311,3.293277311,3.293277311,3.293277311,3.293277311
3366,0,0,0,0,0,0,0,0,0,0,0,1.615384615,1.615384615,1.08,1.08,1.423684211,1.423684211,1.737254902,1.737254902,1.958461538,1.958461538,2.21625,2.21625,2.25257732,2.25257732,2.196363636,2.249122807,2.344444444,2.344444444,2.379710145,2.379710145,2.341333333,2.341333333,2.309202454,2.309202454,2.309202454,2.309202454,2.309202454,2.309202454,2.309202454,2.309202454,2.309202454,2.309202454,2.309202454,2.309202454,2.309202454
