class_1,class_2,pval,rho,n
Discrete Mathematics,Mechanisms and Machines,0.333333333,0.866025404,3
Discrete Mathematics,Media Technologies I (Image Manipulation),0.812140928,-0.148087219,5
Discrete Mathematics,Media Technologies III (Web),0.639941616,0.286769667,5
Discrete Mathematics,Medieval Europe,0.292893219,-0.707106781,4
Discrete Mathematics,Microcomputer Applications,0.123651589,0.415350741,15
Discrete Mathematics,Microcomputer Architecture and Interfacing,1,0,3
Discrete Mathematics,Minority Women Writers of the United States,0.085033546,0.691860773,7
Discrete Mathematics,Modern Latin American History,0.333333333,-0.866025404,3
Discrete Mathematics,Modern Physics,0.015349901,0.897058824,6
Discrete Mathematics,Music Appreciation,0.005339717,0.205142524,183
Discrete Mathematics,Music Theory I: Music Theory Fundamentals with MIDI,0.789181489,0.210818511,4
Discrete Mathematics,Native American Art,0.547424474,0.251816483,8
Discrete Mathematics,Numerical Analysis,0.029199986,0.581409499,14
Discrete Mathematics,Object Oriented Analysis and Design,2.98E-21,0.524380735,281
Discrete Mathematics,Object-Oriented Programming and Data Structures I,3.79E-30,0.588200116,309
Discrete Mathematics,Object-Oriented Programming and Data Structures II,1.51E-32,0.621133301,292
Discrete Mathematics,Operations Research I,0.429660276,0.358554394,7
Discrete Mathematics,Oral Communication for Professionals,5.29E-07,0.31829065,238
Discrete Mathematics,Organic Chemistry Lecture,0.666666667,-0.5,3
Discrete Mathematics,Organizational Behavior,0.671802047,0.095706802,22
Discrete Mathematics,Origins of Western Philosophy,1,0,3
Discrete Mathematics,Painting I: Beginning Painting,0.666666667,0.5,3
Discrete Mathematics,Personal Conditioning,0.988617683,-0.002583007,33
Discrete Mathematics,Personal Financial Planning,0.033035185,0.371984095,33
Discrete Mathematics,Philosophy in the Modern World,0.4,0.6,4
Discrete Mathematics,Philosophy of Religion,0.051316702,-0.948683298,4
Discrete Mathematics,Physical Geology,0.021002816,0.570544331,16
Discrete Mathematics,Physical Science,0.676624602,-0.219089023,6
Discrete Mathematics,Piano Techniques - First Semester,0.045508328,0.764093177,7
Discrete Mathematics,Planet Earth,0.001311672,0.291234475,119
Discrete Mathematics,Political Theory,0,-1,3
Discrete Mathematics,Precalculus,0.001778326,0.389026698,62
Discrete Mathematics,Principles and Applications of Project Management,0.225415555,0.582154398,6
Discrete Mathematics,Principles of Macroeconomics,1.32E-12,0.511950031,168
Discrete Mathematics,Principles of Microeconomics,1.08E-10,0.486219641,157
Discrete Mathematics,Principles of Physics,0.656716776,0.13643665,13
Discrete Mathematics,Programming in C++,3.58E-15,0.449367356,277
Discrete Mathematics,Programming in COBOL,0.000223704,0.416452244,74
Discrete Mathematics,Programming in VB.NET,0.033228813,0.203219452,110
Discrete Mathematics,Programming Language Structures,3.39E-18,0.507936154,256
Discrete Mathematics,Psychology of Personal Adjustment,0.764126059,0.186338998,5
Discrete Mathematics,Psychology of Women,0.018955874,0.433025651,29
Discrete Mathematics,Quality Engineering,0.302387367,0.457163591,7
Discrete Mathematics,Quality Management,0.604418842,-0.158763224,13
Discrete Mathematics,Race and Gender in American Film,0.181690114,0.707106781,5
Discrete Mathematics,"Race, Gender, and Class",0.825283259,-0.029895499,57
Discrete Mathematics,Racquet Sports,0.600137896,0.090377473,36
Discrete Mathematics,Real Analysis,0.03676201,0.737557624,8
Discrete Mathematics,Real-Time Embedded Systems Programming,5.61E-12,0.532212778,145
Discrete Mathematics,Remote Sensing of the Environment,0.333333333,0.866025404,3
Discrete Mathematics,Retailing,0.666666667,-0.5,3
Discrete Mathematics,Risk Management,0.367544468,0.632455532,4
Discrete Mathematics,"Science, Technology, and Ethics",9.50E-08,0.436785828,137
Discrete Mathematics,Scuba Diving,0.860189691,-0.039863739,22
Discrete Mathematics,Second Semester Lessons,0.206114397,0.500870323,8
Discrete Mathematics,Self Defense,0.538462455,-0.197456754,12
Discrete Mathematics,Senior Seminar,0.030392266,0.754851356,8
Discrete Mathematics,Signals and Systems,0,1,4
Discrete Mathematics,Small Business Management,0.126084619,0.428764397,14
Discrete Mathematics,Soccer,0.030619898,0.540578948,16
Discrete Mathematics,Social Inequalities,0.073192629,0.42028096,19
Discrete Mathematics,Social Psychology,0.896839986,0.081110711,5
Discrete Mathematics,Software Engineering Project I,5.30E-13,0.563220577,139
Discrete Mathematics,Software Engineering Project II,0.001917282,0.263765602,136
Discrete Mathematics,Software Maintenance and Reengineering,2.82E-09,0.433606629,172
Discrete Mathematics,Software Quality,7.57E-09,0.405820179,188
Discrete Mathematics,Software: Flash Basic,1,0,5
Discrete Mathematics,Software: InDesign Basic,0.225403331,0.774596669,4
Discrete Mathematics,Special Topics in Computer Science,0.006150179,0.46696714,33
Discrete Mathematics,Stagecraft,0.165370396,-0.72547625,5
Discrete Mathematics,State and Local Government,0.453549347,0.444261658,5
Discrete Mathematics,Statistical Methods with Applications,7.95E-16,0.575174411,164
Discrete Mathematics,Statistics and Probability,0.02631022,0.812636055,7
Discrete Mathematics,Strategic Management,0.044961469,-0.717804919,8
Discrete Mathematics,Strategic Promotions Management,0.333333333,0.866025404,3
Discrete Mathematics,Supply Chain Management,0.683282494,0.119815986,14
Discrete Mathematics,Survey of Cultural Geography,0.39628715,0.428746463,6
Discrete Mathematics,Survey of General Chemistry,0.019079447,0.595843631,15
Discrete Mathematics,Swimming,0.544780064,0.169966022,15
Discrete Mathematics,Systems Analysis and Design,0.259665292,0.272150615,19
Discrete Mathematics,Systems Development and Implementation,0.115959733,0.561137676,9
Discrete Mathematics,Technical Writing,0.00859046,0.21602716,147
Discrete Mathematics,The Legal Environment of Business,0.136845016,0.273302845,31
Discrete Mathematics,The Native American Experience,0.923773236,-0.044946657,7
Discrete Mathematics,The Physics of Einstein and Beyond,0.333333333,0.866025404,3
Discrete Mathematics,"The Political Economy of Race, Gender and Ethnicity",0.386978856,0.112744563,61
Discrete Mathematics,The Psychology of Human Sexuality,0.105516552,0.37276486,20
Discrete Mathematics,The Unity of Life,0,1,3
Discrete Mathematics,Thematic Studies in Literature,0.221267732,0.58635273,6
Discrete Mathematics,Theory of Numbers,0.6,0.4,4
Discrete Mathematics,Thermodynamics,0.014379534,0.947368421,5
Discrete Mathematics,Trigonometry and Analytic Geometry,0.095343974,0.21730925,60
Discrete Mathematics,Visual Communication,0.2,0.8,4
Discrete Mathematics,Volleyball,0.168606817,0.213807273,43
Discrete Mathematics,Weather and Climate,0.284857972,-0.47203432,7
Discrete Mathematics,Web Development: Basics,0.158551888,0.59522911,7
Discrete Mathematics,Web Development: Intermediate,0.333333333,-0.866025404,3
Discrete Mathematics,"Web Protocols, Technologies and Applications",0.002292571,0.42569467,49
Discrete Mathematics,Weight Training,0.762165184,0.063728893,25
Discrete Mathematics,Windows Programming,1.96E-05,0.391562673,112
Discrete Mathematics,Women in Science and Engineering,0.56971107,0.192967352,11
Discrete Mathematics,Wood Technology,0,-1,3
Discrete Mathematics,World Civilization I,0.007273421,0.297928516,80
Discrete Mathematics,World Civilization II,2.69E-09,0.403197862,202
Discrete Mathematics,World Literature I,0.269226747,0.485642931,7
Discrete Mathematics,World Regional Geography,0.107270207,0.488277166,12
Discrete Mathematics,World Rhythm Rudiments,0.111111111,0.888888889,4
Discrete Mathematics,Yoga / Pilates,0.142800439,0.56694671,8
Drawing I: Basic Drawing,Drawing II: Styles,0.333333333,0.866025404,3
Drawing I: Basic Drawing,Engineering Success Skills,0.636644755,0.289473684,5
Drawing I: Basic Drawing,Fitness Assessment and Management,0.805276184,0.115470054,7
Drawing I: Basic Drawing,General Psychology,1,0,3
Drawing I: Basic Drawing,Global Business,0,1,3
Drawing I: Basic Drawing,Introduction to Engineering Projects,0.5,0.5,4
Drawing I: Basic Drawing,Introduction to Mass Media,0.6,0.4,4
Drawing I: Basic Drawing,Introduction to Software Engineering,0.19283419,0.616041104,6
Drawing I: Basic Drawing,Leadership and Management,0.306408822,0.578947368,5
Drawing I: Basic Drawing,Media Technologies I (Image Manipulation),0.333333333,0.866025404,3
Drawing I: Basic Drawing,Media Technologies III (Web),0.333333333,0.866025404,3
Drawing I: Basic Drawing,Object Oriented Analysis and Design,0,1,3
Drawing I: Basic Drawing,Object-Oriented Programming and Data Structures I,0.470812509,0.369624662,6
Drawing I: Basic Drawing,Object-Oriented Programming and Data Structures II,0.6,-0.4,4
Drawing I: Basic Drawing,Oral Communication for Professionals,0.391002219,0.5,5
Drawing I: Basic Drawing,Painting I: Beginning Painting,0.6,-0.4,4
Drawing I: Basic Drawing,Planet Earth,0.683772234,0.316227766,4
Drawing I: Basic Drawing,Principles of Microeconomics,0.559404344,0.353553391,5
Drawing I: Basic Drawing,Programming in C++,0.016482195,0.8932596,6
Drawing I: Basic Drawing,Programming in COBOL,0.051316702,0.948683298,4
Drawing I: Basic Drawing,Programming Language Structures,0.666666667,-0.5,3
Drawing I: Basic Drawing,Software: Flash Basic,0.333333333,0.866025404,3
Drawing I: Basic Drawing,Software: Illustrator Basic,0.666666667,0.5,3
Drawing I: Basic Drawing,Software: InDesign Basic,0.333333333,-0.866025404,3
Drawing I: Basic Drawing,Systems Analysis and Design,0.666666667,0.5,3
Drawing I: Basic Drawing,Technical Writing,0.095708925,0.811107106,5
Drawing I: Basic Drawing,World Civilization II,0.894590745,0.105409255,4
Drawing II: Styles,Engineering Success Skills,0.5,0.5,4
Drawing II: Styles,Fitness Assessment and Management,0.683772234,-0.316227766,4
Drawing II: Styles,General Psychology,0.666666667,-0.5,3
Drawing II: Styles,Introduction to Engineering Projects,0.666666667,0.5,3
Drawing II: Styles,Introduction to Mass Media,0.333333333,0.866025404,3
Drawing II: Styles,Introduction to Programming,0.333333333,0.866025404,3
Drawing II: Styles,Introduction to Software Engineering,0,1,3
Drawing II: Styles,Object-Oriented Programming and Data Structures I,0.666666667,-0.5,3
Drawing II: Styles,Oral Communication for Professionals,0.666666667,0.5,3
Drawing II: Styles,Painting I: Beginning Painting,0.333333333,-0.866025404,3
Drawing II: Styles,Programming in C++,0.498159511,0.405553553,5
Drawing II: Styles,World Civilization II,0.301864239,-0.583333333,5
Dynamical Systems,Energy Systems Design,0.666666667,-0.5,3
Dynamical Systems,Engineering Economy,0.10183797,0.802955069,5
Dynamical Systems,Engineering Materials,0.253757542,-0.630893268,5
Dynamical Systems,Engineering Mechanics-Dynamics,0.320601348,0.492832883,6
Dynamical Systems,Engineering Mechanics-Statics,0.774057503,-0.151794185,6
Dynamical Systems,Engineering Modeling and Design,0.455668946,0.544331054,4
Dynamical Systems,Engineering Success Skills,0.548485765,0.362738125,5
Dynamical Systems,Fitness Assessment and Management,0.83898095,0.107763181,6
Dynamical Systems,Fluid Dynamics,0.8412605,-0.125,5
Dynamical Systems,General Physics I,0.10183797,-0.802955069,5
Dynamical Systems,General Physics II,0.637856672,0.246416441,6
Dynamical Systems,Heat Transfer,0.312036357,0.573539335,5
Dynamical Systems,Introduction to Computational Methods,0.085566281,0.824957911,5
Dynamical Systems,Introduction to Engineering Projects,0.373252944,-0.516185401,5
Dynamical Systems,Manufacturing Processes,0.510140203,-0.395284708,5
Dynamical Systems,Mechanical Systems Laboratory,1,0,5
Dynamical Systems,Mechanics of Materials,0.570656465,0.344123601,5
Dynamical Systems,Mechanisms and Machines,0.927014759,-0.057353933,5
Dynamical Systems,Object-Oriented Programming and Data Structures I,0.333333333,-0.866025404,3
Dynamical Systems,Oral Communication for Professionals,0.367544468,-0.632455532,4
Dynamical Systems,Principles of Macroeconomics,1,0,3
Dynamical Systems,Programming in C++,0.931184657,0.054073807,5
Dynamical Systems,Senior Design Project,0.510140203,-0.395284708,5
Dynamical Systems,Statistical Methods with Applications,0.570656465,0.344123601,5
Dynamical Systems,Thermal Systems Laboratory,0.710481725,0.229415734,5
Dynamical Systems,Thermodynamics,0.581090673,0.335410197,5
Dynamical Systems,Thermo-Fluid Systems Design,1,0,5
Dynamical Systems,World Civilization I,0.666666667,0.5,3
Dynamical Systems,World Civilization II,0.666666667,0.5,3
Early Modern Europe,Engineering Success Skills,1,0,3
Early Modern Europe,Fitness Assessment and Management,0.333333333,-0.866025404,3
Early Modern Europe,Leadership and Management,0.333333333,0.866025404,3
Early Modern Europe,Oral Communication for Professionals,0.333333333,0.866025404,3
Early Modern Europe,Programming in C++,1,0,3
Early Modern Europe,World Civilization I,0.333333333,0.866025404,3
East Asian Art,Electrical Engineering Projects and Tools,0.552786405,-0.447213595,4
East Asian Art,Engineering Success Skills,0.90404329,-0.056613852,7
East Asian Art,Fitness Assessment and Management,0.020775716,0.87988269,6
East Asian Art,General Physics I,0.262135213,0.737864787,4
East Asian Art,General Physics II,0.832953157,0.131578947,5
East Asian Art,Intermediate Software Engineering,0.683772234,-0.316227766,4
East Asian Art,Introduction to Computer Security,0.552786405,0.447213595,4
East Asian Art,Introduction to Engineering Projects,0.440220916,-0.393495501,6
East Asian Art,Introduction to Microprocessors,0.5,0.5,4
East Asian Art,Introduction to Software Engineering,1,0,6
East Asian Art,Leadership and Management,0.259597198,-0.625,5
East Asian Art,Logic and Digital Design,0.391002219,0.5,5
East Asian Art,"Management, Gender & Race",0.333333333,0.866025404,3
East Asian Art,Object Oriented Analysis and Design,0.74180111,-0.25819889,4
East Asian Art,Object-Oriented Programming and Data Structures I,0.165056814,-0.646843159,6
East Asian Art,Object-Oriented Programming and Data Structures II,0.74180111,0.25819889,4
East Asian Art,Oral Communication for Professionals,0.144293613,-0.75,5
East Asian Art,Principles of Macroeconomics,0.666666667,-0.5,3
East Asian Art,Programming in C++,0.953811529,-0.030802055,6
East Asian Art,Real-Time Embedded Systems Programming,0.225403331,-0.774596669,4
East Asian Art,"Science, Technology, and Ethics",0.666666667,-0.5,3
East Asian Art,Software Engineering Project I,0.367544468,-0.632455532,4
East Asian Art,Software Engineering Project II,0.74180111,0.25819889,4
East Asian Art,Software Maintenance and Reengineering,0.552786405,0.447213595,4
East Asian Art,Software Quality,0.552786405,-0.447213595,4
East Asian Art,Statistical Methods with Applications,0.2,0.8,4
Ecology and Evolution,Fitness Assessment and Management,0.666666667,0.5,3
Ecology and Evolution,Fundamentals of Biological Investigations,0.333333333,0.866025404,3
Ecology and Evolution,General Chemistry II,0.333333333,0.866025404,3
Ecology and Evolution,General Psychology,0,1,4
Ecology and Evolution,Genetics,0.333333333,0.866025404,3
Ecology and Evolution,Microbiology,0.333333333,0.866025404,3
Ecology and Evolution,Oral Communication for Professionals,0.262135213,-0.737864787,4
Ecology and Evolution,The Diversity of Life,0.367544468,0.632455532,4
Ecology and Evolution,The Unity of Life,0.105572809,0.894427191,4
E-Commerce and E-Marketing in Today's World,Elementary Statistics,0.00522182,0.940403259,6
E-Commerce and E-Marketing in Today's World,Engineering Success Skills,0.277303525,-0.438356164,8
E-Commerce and E-Marketing in Today's World,Financial Accounting,0.154377259,0.386794466,15
E-Commerce and E-Marketing in Today's World,Finite Mathematics with Applications,0.524616334,0.328767753,6
E-Commerce and E-Marketing in Today's World,Fitness Assessment and Management,0.449427308,-0.1903013,18
E-Commerce and E-Marketing in Today's World,General Psychology,0.866385764,0.061310742,10
E-Commerce and E-Marketing in Today's World,Global Business,0.052967081,0.476812643,17
E-Commerce and E-Marketing in Today's World,History of the United States since 1877,0.174305034,0.636363636,6
E-Commerce and E-Marketing in Today's World,Human Resource Management,0.049713097,0.576568818,12
E-Commerce and E-Marketing in Today's World,Intermediate Algebra,1,0,4
E-Commerce and E-Marketing in Today's World,Intermediate Software Engineering,0,1,3
E-Commerce and E-Marketing in Today's World,Introduction to College Life,0.570656465,0.344123601,5
E-Commerce and E-Marketing in Today's World,Introduction to Computer Security,0.76429774,0.23570226,4
E-Commerce and E-Marketing in Today's World,Introduction to Engineering Projects,0.510140203,0.395284708,5
E-Commerce and E-Marketing in Today's World,Introduction to Marketing,0.160043269,0.345647266,18
E-Commerce and E-Marketing in Today's World,Introduction to Mass Media,0.423152266,-0.407045789,6
E-Commerce and E-Marketing in Today's World,Introduction to Philosophy,0.328267368,0.398409536,8
E-Commerce and E-Marketing in Today's World,Introduction to Programming,0.476733161,0.227642276,12
E-Commerce and E-Marketing in Today's World,Introduction to Sociology,1,0,3
E-Commerce and E-Marketing in Today's World,Introduction to Software Engineering,0,1,5
E-Commerce and E-Marketing in Today's World,Introductory Astronomy Lab,1,0,3
E-Commerce and E-Marketing in Today's World,Introductory Astronomy:Stars and Galaxies,0.666666667,0.5,3
E-Commerce and E-Marketing in Today's World,Leadership and Management,0.222175613,0.302656308,18
E-Commerce and E-Marketing in Today's World,Management Accounting,0.113750329,0.563945199,9
E-Commerce and E-Marketing in Today's World,"Management, Gender & Race",0.812070165,0.081343437,11
E-Commerce and E-Marketing in Today's World,Marketing Management,0.438739252,0.394664881,6
E-Commerce and E-Marketing in Today's World,Marketing Research,0.944444444,-0.055555556,4
E-Commerce and E-Marketing in Today's World,Media Technologies I (Image Manipulation),0.165370396,0.72547625,5
E-Commerce and E-Marketing in Today's World,Media Technologies II (Video),0.666666667,0.333333333,4
E-Commerce and E-Marketing in Today's World,Media Technologies III (Web),0.183503419,0.816496581,4
E-Commerce and E-Marketing in Today's World,Microcomputer Applications,0.061343779,0.860309002,5
E-Commerce and E-Marketing in Today's World,Multimedia Projects,0.666666667,-0.5,3
E-Commerce and E-Marketing in Today's World,Music Appreciation,0.84596943,0.070767315,10
E-Commerce and E-Marketing in Today's World,Object Oriented Analysis and Design,0.222222222,0.777777778,4
E-Commerce and E-Marketing in Today's World,Object-Oriented Programming and Data Structures I,0.835310646,0.075719199,10
E-Commerce and E-Marketing in Today's World,Object-Oriented Programming and Data Structures II,0.099870275,0.805555556,5
E-Commerce and E-Marketing in Today's World,Oral Communication for Professionals,0.516709559,-0.169001664,17
E-Commerce and E-Marketing in Today's World,Organizational Behavior,0.760162465,0.161290323,6
E-Commerce and E-Marketing in Today's World,Personal Financial Planning,0.617096146,0.305555556,5
E-Commerce and E-Marketing in Today's World,Photography II,0.770346102,-0.181369063,5
E-Commerce and E-Marketing in Today's World,Physical Geology,0.666666667,0.5,3
E-Commerce and E-Marketing in Today's World,Planet Earth,0.579380181,0.162282592,14
E-Commerce and E-Marketing in Today's World,Principles of Macroeconomics,0.414262689,0.247839745,13
E-Commerce and E-Marketing in Today's World,Principles of Microeconomics,0.6196259,0.208860759,8
E-Commerce and E-Marketing in Today's World,Programming in C++,0.122315801,0.389435971,17
E-Commerce and E-Marketing in Today's World,Programming in COBOL,0.816122836,0.123208221,6
E-Commerce and E-Marketing in Today's World,Programming in VB.NET,0.208200523,-0.435664919,10
E-Commerce and E-Marketing in Today's World,Programming Language Structures,0.666666667,0.333333333,4
E-Commerce and E-Marketing in Today's World,Scuba Diving,1,0,3
E-Commerce and E-Marketing in Today's World,Strategic Management,0.410303636,0.417365006,6
E-Commerce and E-Marketing in Today's World,Strategic Promotions Management,0.321696263,0.491869377,6
E-Commerce and E-Marketing in Today's World,Systems Analysis and Design,0.183503419,0.816496581,4
E-Commerce and E-Marketing in Today's World,Systems Development and Implementation,0.74180111,-0.25819889,4
E-Commerce and E-Marketing in Today's World,Technical Writing,0.022432293,0.706274474,10
E-Commerce and E-Marketing in Today's World,The Legal Environment of Business,0.81479966,-0.099426841,8
E-Commerce and E-Marketing in Today's World,The Psychology of Human Sexuality,0,1,4
E-Commerce and E-Marketing in Today's World,Theories of Media and Culture,0.333333333,-0.866025404,3
E-Commerce and E-Marketing in Today's World,Trigonometry and Analytic Geometry,0.161423148,0.729996395,5
E-Commerce and E-Marketing in Today's World,Visual Communication,0.13333912,0.763157895,5
E-Commerce and E-Marketing in Today's World,Web Development: Basics,0.683772234,0.316227766,4
E-Commerce and E-Marketing in Today's World,Web Development: Intermediate,0.166666667,0.833333333,4
E-Commerce and E-Marketing in Today's World,"Web Protocols, Technologies and Applications",0.5,0.5,4
E-Commerce and E-Marketing in Today's World,Windows Programming,0.522675722,-0.293664299,7
E-Commerce and E-Marketing in Today's World,World Civilization I,0.6328125,0.25,6
E-Commerce and E-Marketing in Today's World,World Civilization II,0.721457044,0.129483067,10
E-Commerce and E-Marketing in Today's World,Writing for Electronic Media,0.666666667,0.5,3
Educational Media Theory,Ethnic and Gender Equity in Education,0.5,0.5,4
Educational Media Theory,Fitness Assessment and Management,0.135344662,0.760725774,5
Educational Media Theory,General Chemistry I,0,-1,3
Educational Media Theory,General Psychology,0.385360856,0.43771378,6
Educational Media Theory,Introduction to American Government,0.428187763,0.403029968,6
Educational Media Theory,Introduction to Education,0.04490879,0.821583836,6
Educational Media Theory,Introduction to Programming,0.5,0.5,4
Educational Media Theory,Introduction to Software Engineering,0.333333333,-0.866025404,3
Educational Media Theory,Leadership and Management,0.712576399,0.194051466,6
Educational Media Theory,Linear Algebra,0,1,3
Educational Media Theory,Object Oriented Analysis and Design,0,1,3
Educational Media Theory,Object-Oriented Programming and Data Structures I,0.253080425,0.631578947,5
Educational Media Theory,Object-Oriented Programming and Data Structures II,0.333333333,-0.866025404,3
Educational Media Theory,Oral Communication for Professionals,0.510140203,0.395284708,5
Educational Media Theory,Principles of Macroeconomics,0.666666667,0.5,3
Educational Media Theory,Principles of Microeconomics,0.333333333,0.866025404,3
Educational Media Theory,Programming in C++,0.183503419,0.816496581,4
Educational Media Theory,Programming in VB.NET,0.333333333,-0.866025404,3
Educational Media Theory,Programming Language Structures,0.666666667,0.5,3
Educational Media Theory,World Civilization II,0.247719204,0.504968056,7
Electrical Engineering Projects and Tools,Elementary Chinese,0.333333333,0.866025404,3
Electrical Engineering Projects and Tools,Elementary German,0.313518733,0.409644015,8
Electrical Engineering Projects and Tools,Elementary Spanish,0.881494454,0.063372425,8
Electrical Engineering Projects and Tools,Elementary Statistics,0.570653607,-0.165977908,14
Electrical Engineering Projects and Tools,"Energy, Environment, and Society",0.333333333,0.866025404,3
Electrical Engineering Projects and Tools,Engineering Computer Graphics,0.218744033,0.489053901,8
Electrical Engineering Projects and Tools,Engineering Economy,0.312036357,0.573539335,5
Electrical Engineering Projects and Tools,Engineering Mechanics-Dynamics,0,1,3
Electrical Engineering Projects and Tools,Engineering Mechanics-Statics,0.993278834,0.002482881,14
Electrical Engineering Projects and Tools,Engineering Modeling and Design,0.632700685,-0.201261842,8
Electrical Engineering Projects and Tools,Engineering Success Skills,0.001842098,0.217323682,203
Electrical Engineering Projects and Tools,Environmental Conservation,1,0,3
Electrical Engineering Projects and Tools,Essentials of Anatomy and Physiology,0.120135817,-0.496699634,11
Electrical Engineering Projects and Tools,Ethics,0.666666667,0.5,3
Electrical Engineering Projects and Tools,Ethnic and Gender Equity in Education,1,0,4
Electrical Engineering Projects and Tools,Financial Accounting,0.226914646,0.25061958,25
Electrical Engineering Projects and Tools,Finite Mathematics with Applications,0.708978167,0.174050283,7
Electrical Engineering Projects and Tools,Fitness Assessment and Management,1.09E-06,0.334321589,203
Electrical Engineering Projects and Tools,Fundamentals of English,0.666666667,0.5,3
Electrical Engineering Projects and Tools,Gender and Society,1,0,5
Electrical Engineering Projects and Tools,General Botany,0.666666667,0.333333333,4
Electrical Engineering Projects and Tools,General Chemistry I,0.0239786,0.619366472,13
Electrical Engineering Projects and Tools,General Chemistry II,0.697883848,0.180906807,7
Electrical Engineering Projects and Tools,General Physics I,0.007348273,0.217339009,151
Electrical Engineering Projects and Tools,General Physics II,0.074692478,0.153915918,135
Electrical Engineering Projects and Tools,General Psychology,0.921387202,-0.011670368,74
Electrical Engineering Projects and Tools,Global Business,0.772718773,0.045928505,42
Electrical Engineering Projects and Tools,History and Development of Mathematical Concepts,1,0,3
Electrical Engineering Projects and Tools,History of Rock and Roll,0.012900447,0.818923025,8
Electrical Engineering Projects and Tools,History of the United States since 1877,0.008450929,0.524889459,24
Electrical Engineering Projects and Tools,History of the United States to 1877,0.58282404,0.15435585,15
Electrical Engineering Projects and Tools,Human Resource Management,0.363069995,0.182188949,27
Electrical Engineering Projects and Tools,Intermediate Algebra,0.314741912,0.446909679,7
Electrical Engineering Projects and Tools,Intermediate Software Engineering,0.021658123,0.181452325,160
Electrical Engineering Projects and Tools,Intermediate Spanish,0.006109228,0.935483871,6
Electrical Engineering Projects and Tools,International Management,0.333333333,0.866025404,3
Electrical Engineering Projects and Tools,International Relations,0.334992165,0.227379979,20
Electrical Engineering Projects and Tools,Interpersonal Communication,0.034002985,0.845402793,6
Electrical Engineering Projects and Tools,Interpretation of Business and Economic Data,0.637618091,-0.288675135,5
Electrical Engineering Projects and Tools,Introduction to American Government,0.984840756,-0.004541025,20
Electrical Engineering Projects and Tools,Introduction to College Life,0.33848665,0.39076366,8
Electrical Engineering Projects and Tools,Introduction to Computer Security,0.010304706,0.294573961,75
Electrical Engineering Projects and Tools,Introduction to Engineering Projects,1.84E-08,0.394161268,190
Electrical Engineering Projects and Tools,Introduction to ERP,0,1,3
Electrical Engineering Projects and Tools,Introduction to Ethnic Studies,0.185239534,0.431395197,11
Electrical Engineering Projects and Tools,Introduction to Human Geography,0.26852069,-0.486265921,7
Electrical Engineering Projects and Tools,Introduction to Japanese I,0.683772234,0.316227766,4
Electrical Engineering Projects and Tools,Introduction to Japanese II,0.666666667,0.5,3
Electrical Engineering Projects and Tools,Introduction to Marketing,0.660575166,0.085139088,29
Electrical Engineering Projects and Tools,Introduction to Mass Media,0.488052691,0.288675135,8
Electrical Engineering Projects and Tools,Introduction to Microprocessors,0.136979287,0.146808535,104
Electrical Engineering Projects and Tools,Introduction to Philosophy,0.629487493,-0.065279859,57
Electrical Engineering Projects and Tools,Introduction to Politics,0.280294863,0.253779334,20
Electrical Engineering Projects and Tools,Introduction to Programming,0.757729372,0.062251991,27
Electrical Engineering Projects and Tools,Introduction to Sociology,0.766311278,-0.051312149,36
Electrical Engineering Projects and Tools,Introduction to Software Engineering,0.0048906,0.200251649,196
Electrical Engineering Projects and Tools,Introduction to the Theatre,0.293494942,0.270598937,17
Electrical Engineering Projects and Tools,Introduction to Women & Gender Studies,0.014069338,0.711512474,11
Electrical Engineering Projects and Tools,Introductory Astronomy:Stars and Galaxies,0.626283266,-0.188982237,9
Electrical Engineering Projects and Tools,Introductory Chemistry,0.352753232,0.352091125,9
Electrical Engineering Projects and Tools,Jogging/Walking,0.542710495,0.12506009,26
Electrical Engineering Projects and Tools,Language and Culture,0.333333333,0.866025404,3
Electrical Engineering Projects and Tools,Leadership and Management,2.13E-06,0.332786696,194
Electrical Engineering Projects and Tools,Linear Algebra,0.001373896,0.314225152,101
Electrical Engineering Projects and Tools,Logic and Digital Design,0.093901362,0.141119837,142
Electrical Engineering Projects and Tools,Management Accounting,0.933657119,0.023532444,15
Electrical Engineering Projects and Tools,"Management, Gender & Race",0.983217153,0.003226614,45
Electrical Engineering Projects and Tools,Media Technologies I (Image Manipulation),0,-1,3
Electrical Engineering Projects and Tools,Microcomputer Applications,0.929747912,0.03750293,8
Electrical Engineering Projects and Tools,Minority Women Writers of the United States,0.057190958,-0.942809042,4
Electrical Engineering Projects and Tools,Modern Japan,0,1,3
Electrical Engineering Projects and Tools,Modern Physics,0.262537224,0.491575567,7
Electrical Engineering Projects and Tools,Music Appreciation,0.001304712,0.286698389,123
Electrical Engineering Projects and Tools,Native American Art,0.656351852,-0.233333333,6
Electrical Engineering Projects and Tools,Object Oriented Analysis and Design,0.068013916,0.134838328,184
Electrical Engineering Projects and Tools,Object-Oriented Programming and Data Structures I,2.47E-06,0.322139759,205
Electrical Engineering Projects and Tools,Object-Oriented Programming and Data Structures II,0.018265306,0.171091129,190
Electrical Engineering Projects and Tools,Operations Management,0.666666667,0.5,3
Electrical Engineering Projects and Tools,Oral Communication for Professionals,0.042286293,0.158777465,164
Electrical Engineering Projects and Tools,Organizational Behavior,0.459851743,0.264705882,10
Electrical Engineering Projects and Tools,Origins of Western Philosophy,0.292893219,0.707106781,4
Electrical Engineering Projects and Tools,Personal Conditioning,0.232997811,0.242313757,26
