,student_id,course_name,grade
33408,2901,Calculus and Analytic Geometry II,C
33409,2857,Calculus and Analytic Geometry II,C
33410,7644,Calculus and Analytic Geometry II,C-
33411,9573,Calculus and Analytic Geometry II,A
33412,1516,Calculus and Analytic Geometry II,C
33413,5756,Calculus and Analytic Geometry II,C
33414,10634,Calculus and Analytic Geometry II,D
33416,1604,Calculus and Analytic Geometry II,F
33417,9577,Calculus and Analytic Geometry II,F
33418,7168,Calculus and Analytic Geometry II,D
33419,4943,Calculus and Analytic Geometry II,C
33420,1908,Calculus and Analytic Geometry II,C-
33421,3673,Calculus and Analytic Geometry II,B
33422,2397,Calculus and Analytic Geometry II,F
33423,3862,Calculus and Analytic Geometry II,F
33424,458,Calculus and Analytic Geometry II,C+
33425,1806,Calculus and Analytic Geometry II,B
34646,2438,Calculus and Analytic Geometry I,F
34647,3966,Calculus and Analytic Geometry I,F
34648,6141,Calculus and Analytic Geometry I,D
34649,9078,Calculus and Analytic Geometry I,D
34650,7054,Calculus and Analytic Geometry I,D
34651,9592,Calculus and Analytic Geometry I,D
34652,2840,Calculus and Analytic Geometry I,C-
34653,381,Calculus and Analytic Geometry I,C-
34654,1580,Calculus and Analytic Geometry I,C-
34655,2358,Calculus and Analytic Geometry I,C+
34656,3988,Calculus and Analytic Geometry I,D
34657,9596,Calculus and Analytic Geometry I,C-
34658,4193,Calculus and Analytic Geometry I,C-
34659,1250,Calculus and Analytic Geometry I,C
34660,3994,Calculus and Analytic Geometry I,C+
34661,342,Calculus and Analytic Geometry I,C
34662,5686,Calculus and Analytic Geometry I,D
34663,6922,Calculus and Analytic Geometry I,F
34664,8018,Calculus and Analytic Geometry I,C-
34665,6134,Calculus and Analytic Geometry I,A
34666,1374,Calculus and Analytic Geometry I,C
34680,8998,Calculus and Analytic Geometry II,C
34681,8490,Calculus and Analytic Geometry II,F
34682,9327,Calculus and Analytic Geometry II,F
34683,3861,Calculus and Analytic Geometry II,D
35436,7650,Calculus and Analytic Geometry I,C-
35437,400,Calculus and Analytic Geometry I,C
35438,4133,Calculus and Analytic Geometry I,C+
35439,2592,Calculus and Analytic Geometry I,B
35440,2314,Calculus and Analytic Geometry I,B-
35441,7168,Calculus and Analytic Geometry I,C+
35442,1604,Calculus and Analytic Geometry I,C-
35457,8259,Calculus and Analytic Geometry II,C
35458,646,Calculus and Analytic Geometry II,B
35459,8488,Calculus and Analytic Geometry II,A
35460,3637,Calculus and Analytic Geometry II,C-
35461,7461,Calculus and Analytic Geometry II,C-
35462,5338,Calculus and Analytic Geometry II,B
35463,5499,Calculus and Analytic Geometry II,C-
35464,5259,Calculus and Analytic Geometry II,B+
35465,494,Calculus and Analytic Geometry II,C+
35466,6627,Calculus and Analytic Geometry II,B-
35467,437,Calculus and Analytic Geometry II,F
35468,2188,Calculus and Analytic Geometry II,C-
35469,1783,Calculus and Analytic Geometry II,B
35470,7141,Calculus and Analytic Geometry II,C+
35471,7129,Calculus and Analytic Geometry II,B-
35472,1763,Calculus and Analytic Geometry II,C+
35473,833,Calculus and Analytic Geometry II,C-
35474,3218,Calculus and Analytic Geometry II,C
35475,6896,Calculus and Analytic Geometry II,B-
35476,1965,Calculus and Analytic Geometry II,B-
36038,9462,Calculus and Analytic Geometry I,D
36039,2901,Calculus and Analytic Geometry I,B+
36040,854,Calculus and Analytic Geometry I,D
36041,3226,Calculus and Analytic Geometry I,F
36042,1516,Calculus and Analytic Geometry I,C+
36043,4207,Calculus and Analytic Geometry I,B-
36044,6893,Calculus and Analytic Geometry I,C+
36045,6966,Calculus and Analytic Geometry I,B
36046,5488,Calculus and Analytic Geometry I,B-
36047,2588,Calculus and Analytic Geometry I,C
36048,1171,Calculus and Analytic Geometry I,B+
36049,5756,Calculus and Analytic Geometry I,C
36050,7644,Calculus and Analytic Geometry I,C-
36051,750,Calculus and Analytic Geometry I,C
36052,6518,Calculus and Analytic Geometry I,B-
36053,439,Calculus and Analytic Geometry I,F
36057,871,Calculus and Analytic Geometry II,C+
36058,8155,Calculus and Analytic Geometry II,F
36059,9303,Calculus and Analytic Geometry II,A
36060,10410,Calculus and Analytic Geometry II,C-
36061,5394,Calculus and Analytic Geometry II,F
36062,5739,Calculus and Analytic Geometry II,C-
36063,1479,Calculus and Analytic Geometry II,D
36064,7499,Calculus and Analytic Geometry II,D
36065,9472,Calculus and Analytic Geometry II,D
37091,263,Calculus and Analytic Geometry I,C+
37092,1166,Calculus and Analytic Geometry I,F
37093,8352,Calculus and Analytic Geometry I,D
37094,3765,Calculus and Analytic Geometry I,F
37095,3983,Calculus and Analytic Geometry I,B
37096,5856,Calculus and Analytic Geometry I,F
37097,2260,Calculus and Analytic Geometry I,F
37098,500,Calculus and Analytic Geometry I,C
37099,6674,Calculus and Analytic Geometry I,D
37100,482,Calculus and Analytic Geometry I,F
37101,6141,Calculus and Analytic Geometry I,C
37102,10597,Calculus and Analytic Geometry I,F
37103,9051,Calculus and Analytic Geometry I,B-
37104,1697,Calculus and Analytic Geometry I,C+
37105,155,Calculus and Analytic Geometry I,C-
37106,8955,Calculus and Analytic Geometry I,F
37107,955,Calculus and Analytic Geometry I,C
37108,4493,Calculus and Analytic Geometry I,F
37127,3861,Calculus and Analytic Geometry II,F
37128,5823,Calculus and Analytic Geometry II,C
37129,8139,Calculus and Analytic Geometry II,F
37130,3988,Calculus and Analytic Geometry II,D
37131,3252,Calculus and Analytic Geometry II,D
37132,4774,Calculus and Analytic Geometry II,D
37133,3104,Calculus and Analytic Geometry II,F
37134,1958,Calculus and Analytic Geometry II,D
37135,2629,Calculus and Analytic Geometry II,C-
37136,8018,Calculus and Analytic Geometry II,D
37137,10422,Calculus and Analytic Geometry II,F
37138,1387,Calculus and Analytic Geometry II,D
37139,6660,Calculus and Analytic Geometry II,C
37140,3966,Calculus and Analytic Geometry II,F
37141,561,Calculus and Analytic Geometry II,C+
37892,3983,Calculus and Analytic Geometry I,F
37893,4707,Calculus and Analytic Geometry I,B
37894,7076,Calculus and Analytic Geometry I,C
37895,6424,Calculus and Analytic Geometry I,C
37896,3753,Calculus and Analytic Geometry I,D
37897,9573,Calculus and Analytic Geometry I,B
37922,3160,Calculus and Analytic Geometry II,C
37923,770,Calculus and Analytic Geometry II,B-
37924,8146,Calculus and Analytic Geometry II,D
37925,1879,Calculus and Analytic Geometry II,A
37926,10325,Calculus and Analytic Geometry II,C
37927,2343,Calculus and Analytic Geometry II,C
37928,2513,Calculus and Analytic Geometry II,C
37929,7320,Calculus and Analytic Geometry II,C-
37930,8796,Calculus and Analytic Geometry II,A-
37931,1604,Calculus and Analytic Geometry II,C
37932,615,Calculus and Analytic Geometry II,B
37933,9292,Calculus and Analytic Geometry II,C
37934,4120,Calculus and Analytic Geometry II,F
37935,9527,Calculus and Analytic Geometry II,B+
37936,2174,Calculus and Analytic Geometry II,C
37937,10537,Calculus and Analytic Geometry II,C-
37938,1604,Calculus and Analytic Geometry II,C+
37939,3218,Calculus and Analytic Geometry II,B
38753,2690,Calculus and Analytic Geometry I,C+
38754,1400,Calculus and Analytic Geometry I,F
38755,3951,Calculus and Analytic Geometry I,B-
38756,7644,Calculus and Analytic Geometry I,A
38757,1753,Calculus and Analytic Geometry I,D
38758,78,Calculus and Analytic Geometry I,C-
38759,8027,Calculus and Analytic Geometry I,D
38760,5845,Calculus and Analytic Geometry I,C+
38761,2994,Calculus and Analytic Geometry I,C
38762,6137,Calculus and Analytic Geometry I,F
38763,652,Calculus and Analytic Geometry I,D
38764,648,Calculus and Analytic Geometry I,F
38765,1386,Calculus and Analytic Geometry I,B-
38766,6261,Calculus and Analytic Geometry I,F
38767,7732,Calculus and Analytic Geometry I,C-
38768,7076,Calculus and Analytic Geometry I,C
38769,6424,Calculus and Analytic Geometry I,D
38770,6681,Calculus and Analytic Geometry I,F
38771,5291,Calculus and Analytic Geometry I,F
38772,2706,Calculus and Analytic Geometry I,C-
38773,9908,Calculus and Analytic Geometry I,D
38774,3753,Calculus and Analytic Geometry I,B
38775,8306,Calculus and Analytic Geometry I,D
38776,5014,Calculus and Analytic Geometry I,F
38777,4539,Calculus and Analytic Geometry I,B
38808,8009,Calculus and Analytic Geometry II,C-
38809,2766,Calculus and Analytic Geometry II,C
38810,3160,Calculus and Analytic Geometry II,B-
38811,5229,Calculus and Analytic Geometry II,C
38812,4875,Calculus and Analytic Geometry II,B-
38813,8096,Calculus and Analytic Geometry II,B
38814,770,Calculus and Analytic Geometry II,D
38815,8146,Calculus and Analytic Geometry II,A
38816,1879,Calculus and Analytic Geometry II,C
38817,2513,Calculus and Analytic Geometry II,C-
38818,4595,Calculus and Analytic Geometry II,C
38819,7320,Calculus and Analytic Geometry II,A-
38820,8796,Calculus and Analytic Geometry II,C
38821,1604,Calculus and Analytic Geometry II,B
38822,615,Calculus and Analytic Geometry II,C
38823,9292,Calculus and Analytic Geometry II,F
38824,10354,Calculus and Analytic Geometry II,D
38825,5932,Calculus and Analytic Geometry II,F
38826,4120,Calculus and Analytic Geometry II,B+
38827,9527,Calculus and Analytic Geometry II,C
38828,2174,Calculus and Analytic Geometry II,C-
38829,6893,Calculus and Analytic Geometry II,B-
38830,4911,Calculus and Analytic Geometry II,D
38831,9918,Calculus and Analytic Geometry II,C
38832,5182,Calculus and Analytic Geometry II,B
38833,10537,Calculus and Analytic Geometry II,C+
38834,4286,Calculus and Analytic Geometry II,F
38835,5367,Calculus and Analytic Geometry II,B
40088,1387,Calculus and Analytic Geometry I,B+
40089,10422,Calculus and Analytic Geometry I,B-
40090,1085,Calculus and Analytic Geometry I,F
40091,8510,Calculus and Analytic Geometry I,C
40092,1139,Calculus and Analytic Geometry I,D
40093,9291,Calculus and Analytic Geometry I,B
40094,7944,Calculus and Analytic Geometry I,C
40095,9717,Calculus and Analytic Geometry I,C-
40096,9592,Calculus and Analytic Geometry I,A
40097,5042,Calculus and Analytic Geometry I,C
40098,5823,Calculus and Analytic Geometry I,C
40099,7217,Calculus and Analytic Geometry I,B
40100,9591,Calculus and Analytic Geometry I,D
40101,1697,Calculus and Analytic Geometry I,D
40115,9327,Calculus and Analytic Geometry II,B
40116,6660,Calculus and Analytic Geometry II,D
40117,8018,Calculus and Analytic Geometry II,D
40118,3988,Calculus and Analytic Geometry II,D
40119,3633,Calculus and Analytic Geometry II,B
40120,4774,Calculus and Analytic Geometry II,D
40121,8139,Calculus and Analytic Geometry II,D
40122,3252,Calculus and Analytic Geometry II,F
40123,1958,Calculus and Analytic Geometry II,D
40838,5367,Calculus and Analytic Geometry I,C-
40839,10537,Calculus and Analytic Geometry I,B+
40840,2513,Calculus and Analytic Geometry I,C-
40841,9292,Calculus and Analytic Geometry I,C-
40842,615,Calculus and Analytic Geometry I,C
40843,2766,Calculus and Analytic Geometry I,B
40844,7320,Calculus and Analytic Geometry I,B
40845,6627,Calculus and Analytic Geometry I,A
40870,7330,Calculus and Analytic Geometry II,C-
40871,2314,Calculus and Analytic Geometry II,B
40872,4771,Calculus and Analytic Geometry II,B-
40873,5581,Calculus and Analytic Geometry II,C
40874,3636,Calculus and Analytic Geometry II,C
40875,4791,Calculus and Analytic Geometry II,B
40876,6470,Calculus and Analytic Geometry II,C
40877,9812,Calculus and Analytic Geometry II,D
40878,328,Calculus and Analytic Geometry II,A-
40879,1604,Calculus and Analytic Geometry II,B
40880,4317,Calculus and Analytic Geometry II,D
40881,8796,Calculus and Analytic Geometry II,C
40882,5865,Calculus and Analytic Geometry II,F
41363,955,Calculus and Analytic Geometry I,D
41375,5229,Calculus and Analytic Geometry II,D
41376,9577,Calculus and Analytic Geometry II,B
41377,7168,Calculus and Analytic Geometry II,B
41978,10253,Calculus and Analytic Geometry I,F
41979,5856,Calculus and Analytic Geometry I,C-
41980,7477,Calculus and Analytic Geometry I,F
41981,2075,Calculus and Analytic Geometry I,D
41982,3542,Calculus and Analytic Geometry I,D
41983,1867,Calculus and Analytic Geometry I,D
41984,482,Calculus and Analytic Geometry I,F
41985,2511,Calculus and Analytic Geometry I,C
41986,8327,Calculus and Analytic Geometry I,B
41987,3834,Calculus and Analytic Geometry I,B-
41988,3318,Calculus and Analytic Geometry I,F
41989,9896,Calculus and Analytic Geometry I,C+
41990,5914,Calculus and Analytic Geometry I,A
41991,10192,Calculus and Analytic Geometry I,B+
41992,3342,Calculus and Analytic Geometry I,C
41993,4493,Calculus and Analytic Geometry I,C
41994,6372,Calculus and Analytic Geometry I,A
41995,848,Calculus and Analytic Geometry I,A
41996,9591,Calculus and Analytic Geometry I,F
42010,10422,Calculus and Analytic Geometry II,F
42011,10603,Calculus and Analytic Geometry II,D
42012,10553,Calculus and Analytic Geometry II,C-
42733,2553,Calculus and Analytic Geometry I,F
42734,2016,Calculus and Analytic Geometry I,B
42735,2804,Calculus and Analytic Geometry I,C-
42736,8591,Calculus and Analytic Geometry I,C
42737,171,Calculus and Analytic Geometry I,F
42738,8708,Calculus and Analytic Geometry I,B+
42739,8457,Calculus and Analytic Geometry I,C
42740,6836,Calculus and Analytic Geometry I,B
42741,6412,Calculus and Analytic Geometry I,B-
42742,1952,Calculus and Analytic Geometry I,C-
42743,9235,Calculus and Analytic Geometry I,A-
42744,6717,Calculus and Analytic Geometry I,A-
42745,5601,Calculus and Analytic Geometry I,C+
42746,2730,Calculus and Analytic Geometry I,D+
42747,325,Calculus and Analytic Geometry I,B-
42748,6137,Calculus and Analytic Geometry I,C-
42773,1599,Calculus and Analytic Geometry II,A
42774,6424,Calculus and Analytic Geometry II,B+
42775,10462,Calculus and Analytic Geometry II,F
42776,9542,Calculus and Analytic Geometry II,C
42777,9940,Calculus and Analytic Geometry II,B
42778,6156,Calculus and Analytic Geometry II,D
42779,73,Calculus and Analytic Geometry II,A
42780,5714,Calculus and Analytic Geometry II,F
42781,4102,Calculus and Analytic Geometry II,A
42782,8787,Calculus and Analytic Geometry II,A-
42783,6470,Calculus and Analytic Geometry II,F
43705,4355,Calculus and Analytic Geometry I,F
43706,1088,Calculus and Analytic Geometry I,B
43707,5291,Calculus and Analytic Geometry I,F
43708,3897,Calculus and Analytic Geometry I,C
43709,2016,Calculus and Analytic Geometry I,C-
43710,1066,Calculus and Analytic Geometry I,B-
43711,6163,Calculus and Analytic Geometry I,C
43712,2222,Calculus and Analytic Geometry I,C-
43713,5680,Calculus and Analytic Geometry I,B
43714,6681,Calculus and Analytic Geometry I,D
43715,325,Calculus and Analytic Geometry I,C-
43716,1070,Calculus and Analytic Geometry I,C-
43717,2274,Calculus and Analytic Geometry I,D
43740,6137,Calculus and Analytic Geometry II,A
43741,648,Calculus and Analytic Geometry II,F
43742,6424,Calculus and Analytic Geometry II,F
43743,4330,Calculus and Analytic Geometry II,C+
43744,5158,Calculus and Analytic Geometry II,C
43745,8027,Calculus and Analytic Geometry II,C
43746,8349,Calculus and Analytic Geometry II,B
43747,2013,Calculus and Analytic Geometry II,C+
43748,5057,Calculus and Analytic Geometry II,F
43749,10222,Calculus and Analytic Geometry II,D
43750,1724,Calculus and Analytic Geometry II,F
43751,3951,Calculus and Analytic Geometry II,F
43752,4539,Calculus and Analytic Geometry II,C
44863,6674,Calculus and Analytic Geometry I,B+
44864,1491,Calculus and Analytic Geometry I,D
44865,1867,Calculus and Analytic Geometry I,F
44866,3342,Calculus and Analytic Geometry I,F
44867,10154,Calculus and Analytic Geometry I,C
44868,4493,Calculus and Analytic Geometry I,D
44869,9566,Calculus and Analytic Geometry I,B
44870,10553,Calculus and Analytic Geometry I,C
44871,3765,Calculus and Analytic Geometry I,D+
44872,8352,Calculus and Analytic Geometry I,B
44873,8264,Calculus and Analytic Geometry I,C+
44874,8972,Calculus and Analytic Geometry I,F
44875,10597,Calculus and Analytic Geometry I,C
44889,263,Calculus and Analytic Geometry II,D
44890,155,Calculus and Analytic Geometry II,F
44891,9051,Calculus and Analytic Geometry II,B-
44892,9596,Calculus and Analytic Geometry II,D
44893,5445,Calculus and Analytic Geometry II,F
44894,3983,Calculus and Analytic Geometry II,B
44895,4774,Calculus and Analytic Geometry II,F
45550,211,Calculus and Analytic Geometry I,C-
45551,325,Calculus and Analytic Geometry I,B
45552,2016,Calculus and Analytic Geometry I,D+
45553,4156,Calculus and Analytic Geometry I,F
45574,3983,Calculus and Analytic Geometry II,C
45575,7076,Calculus and Analytic Geometry II,B
45576,3753,Calculus and Analytic Geometry II,D
45577,4707,Calculus and Analytic Geometry II,A
45578,9292,Calculus and Analytic Geometry II,C
45579,770,Calculus and Analytic Geometry II,C+
45580,9278,Calculus and Analytic Geometry II,B-
46117,770,Calculus and Analytic Geometry II,B-
46269,3897,Calculus and Analytic Geometry I,D
46270,5158,Calculus and Analytic Geometry I,C
46271,8349,Calculus and Analytic Geometry I,B+
46272,6163,Calculus and Analytic Geometry I,D
46273,6424,Calculus and Analytic Geometry I,C-
46294,10354,Calculus and Analytic Geometry II,B
46295,2706,Calculus and Analytic Geometry II,C-
46296,4286,Calculus and Analytic Geometry II,C
46297,6470,Calculus and Analytic Geometry II,C
46298,3951,Calculus and Analytic Geometry II,D
46299,854,Calculus and Analytic Geometry II,B
46300,5845,Calculus and Analytic Geometry II,C
46301,2994,Calculus and Analytic Geometry II,C+
46302,4539,Calculus and Analytic Geometry II,F
46303,7499,Calculus and Analytic Geometry II,C
46304,5932,Calculus and Analytic Geometry II,C+
46305,78,Calculus and Analytic Geometry II,C-
46306,4911,Calculus and Analytic Geometry II,C+
46307,7732,Calculus and Analytic Geometry II,B
46308,2690,Calculus and Analytic Geometry II,B-
46309,7076,Calculus and Analytic Geometry II,D
46310,3753,Calculus and Analytic Geometry II,A
46311,1386,Calculus and Analytic Geometry II,C
46312,9292,Calculus and Analytic Geometry II,C+
46795,211,Calculus and Analytic Geometry I,B
46796,8027,Calculus and Analytic Geometry I,B-
46797,5057,Calculus and Analytic Geometry I,C-
46798,1724,Calculus and Analytic Geometry I,C
46799,8306,Calculus and Analytic Geometry I,C
46800,648,Calculus and Analytic Geometry I,A-
46801,6137,Calculus and Analytic Geometry I,D+
46802,4330,Calculus and Analytic Geometry I,B-
46803,2016,Calculus and Analytic Geometry I,F
46804,2013,Calculus and Analytic Geometry I,B
46805,9908,Calculus and Analytic Geometry I,C
46806,6755,Calculus and Analytic Geometry I,C
46807,1753,Calculus and Analytic Geometry I,D
46808,10222,Calculus and Analytic Geometry I,C-
46977,10603,Calculus and Analytic Geometry II,F
46987,6137,Calculus and Analytic Geometry I,B
46988,1753,Calculus and Analytic Geometry I,C-
47574,10253,Calculus and Analytic Geometry I,F
47575,8972,Calculus and Analytic Geometry I,C
47576,2075,Calculus and Analytic Geometry I,C-
47577,3542,Calculus and Analytic Geometry I,C-
47578,3318,Calculus and Analytic Geometry I,B
47579,2961,Calculus and Analytic Geometry I,C-
47580,7477,Calculus and Analytic Geometry I,C-
47581,6412,Calculus and Analytic Geometry I,B
47582,10301,Calculus and Analytic Geometry I,B
47583,3765,Calculus and Analytic Geometry I,C
47584,934,Calculus and Analytic Geometry I,C+
47602,10422,Calculus and Analytic Geometry II,F
